ID,Sales
T1188554,64431
T1188555,39203
T1188556,63532
T1188557,24773
T1188558,32705
T1188559,40331
T1188560,39439
T1188561,45010
T1188562,32088
T1188563,39204
T1188564,63814
T1188565,45011
T1188566,44112
T1188567,53913
T1188568,24774
T1188569,39440
T1188570,39721
T1188571,31808
T1188572,64433
T1188573,34901
T1188574,39722
T1188575,39432
T1188576,64433
T1188577,39205
T1188578,34902
T1188579,40337
T1188580,40329
T1188581,35792
T1188582,29864
T1188583,35203
T1188584,32110
T1188585,70562
T1188586,39227
T1188587,53936
T1188588,35204
T1188589,29614
T1188590,39430
T1188591,30231
T1188592,36903
T1188593,25415
T1188594,60455
T1188595,35822
T1188596,39744
T1188597,76563
T1188598,64456
T1188599,57142
T1188600,35205
T1188601,44417
T1188602,30389
T1188603,75945
T1188604,39462
T1188605,53935
T1188606,29869
T1188607,52798
T1188608,44103
T1188609,30384
T1188610,63834
T1188611,32726
T1188612,50260
T1188613,53933
T1188614,63553
T1188615,34921
T1188616,63318
T1188617,32726
T1188618,54651
T1188619,24795
T1188620,39461
T1188621,35820
T1188622,40360
T1188623,53904
T1188624,27292
T1188625,63836
T1188626,40360
T1188627,40360
T1188628,44417
T1188629,35819
T1188630,39711
T1188631,32730
T1188632,45038
T1188633,39231
T1188634,35209
T1188635,44102
T1188636,31834
T1188637,53941
T1188638,34928
T1188639,62460
T1188640,27299
T1188641,40365
T1188642,40499
T1188643,45039
T1188644,30393
T1188645,35550
T1188646,35828
T1188647,34929
T1188648,39750
T1188649,30393
T1188650,34933
T1188651,35789
T1188652,66049
T1188653,53940
T1188654,39466
T1188655,30235
T1188656,49983
T1188657,44418
T1188658,45035
T1188659,53039
T1188660,35824
T1188661,63558
T1188662,64457
T1188663,39229
T1188664,25417
T1188665,39465
T1188666,54937
T1188667,39465
T1188668,64458
T1188669,64422
T1188670,64458
T1188671,64458
T1188672,64458
T1188673,63559
T1188674,39747
T1188675,53940
T1188676,39747
T1188677,29872
T1188678,51848
T1188679,63556
T1188680,27289
T1188681,29867
T1188682,55546
T1188683,44130
T1188684,27290
T1188685,64449
T1188686,39222
T1188687,53930
T1188688,35200
T1188689,53931
T1188690,39223
T1188691,54412
T1188692,39740
T1188693,64450
T1188694,26772
T1188695,32724
T1188696,49740
T1188697,35816
T1188698,64450
T1188699,63805
T1188700,50876
T1188701,30999
T1188702,66040
T1188703,30226
T1188704,40356
T1188705,63317
T1188706,64458
T1188707,40337
T1188708,26772
T1188709,55528
T1188710,64458
T1188711,45035
T1188712,32730
T1188713,64431
T1188714,39205
T1188715,34915
T1188716,25390
T1188717,64433
T1188718,39439
T1188719,39465
T1188720,24256
T1188721,27286
T1188722,64458
T1188723,64431
T1188724,25389
T1188725,39206
T1188726,49956
T1188727,39747
T1188728,54393
T1188729,39455
T1188730,44391
T1188731,63559
T1188732,35816
T1188733,54629
T1188734,64458
T1188735,24271
T1188736,30081
T1188737,34902
T1188738,24491
T1188739,39202
T1188740,39219
T1188741,39203
T1188742,54937
T1188743,39222
T1188744,45011
T1188745,63558
T1188746,44112
T1188747,39735
T1188748,53913
T1188749,34901
T1188750,35824
T1188751,64450
T1188752,23774
T1188753,64433
T1188754,39440
T1188755,53039
T1188756,39721
T1188757,42253
T1188758,63814
T1188759,64457
T1188760,44418
T1188761,39204
T1188762,63532
T1188763,53931
T1188764,24773
T1188765,49983
T1188766,39722
T1188767,39465
T1188768,32705
T1188769,31808
T1188770,63548
T1188771,53940
T1188772,39439
T1188773,64446
T1188774,45010
T1188775,39229
T1188776,32088
T1188777,26769
T1188778,25417
T1188779,53924
T1188780,49740
T1188781,39455
T1188782,53311
T1188783,34894
T1188784,30393
T1188785,35175
T1188786,53907
T1188787,45039
T1188788,39198
T1188789,24273
T1188790,34659
T1188791,39715
T1188792,31801
T1188793,55546
T1188794,39715
T1188795,40499
T1188796,35176
T1188797,63830
T1188798,45005
T1188799,27299
T1188800,66049
T1188801,34899
T1188802,30999
T1188803,35828
T1188804,34933
T1188805,39432
T1188806,35792
T1188807,34893
T1188808,39737
T1188809,54624
T1188810,29864
T1188811,32081
T1188812,39714
T1188813,30393
T1188814,39456
T1188815,29584
T1188816,39750
T1188817,39714
T1188818,34929
T1188819,63291
T1188820,44128
T1188821,35793
T1188822,50233
T1188823,64460
T1188824,63809
T1188825,53929
T1188826,54412
T1188827,40365
T1188828,39436
T1188829,39736
T1188830,25388
T1188831,53940
T1188832,39717
T1188833,44390
T1188834,29587
T1188835,39466
T1188836,30099
T1188837,39570
T1188838,30235
T1188839,25389
T1188840,29872
T1188841,49720
T1188842,39747
T1188843,39201
T1188844,50236
T1188845,45038
T1188846,35795
T1188847,44127
T1188848,39716
T1188849,34928
T1188850,53291
T1188851,54390
T1188852,53941
T1188853,39716
T1188854,39220
T1188855,39435
T1188856,31834
T1188857,44389
T1188858,53930
T1188859,49954
T1188860,54646
T1188861,39717
T1188862,35209
T1188863,24489
T1188864,53909
T1188865,39231
T1188866,40335
T1188867,39437
T1188868,40340
T1188869,30085
T1188870,30085
T1188871,49731
T1188872,35820
T1188873,39729
T1188874,39740
T1188875,63541
T1188876,39461
T1188877,40347
T1188878,40351
T1188879,30221
T1188880,64440
T1188881,39213
T1188882,64440
T1188883,54651
T1188884,63542
T1188885,45023
T1188886,32726
T1188887,34396
T1188888,35200
T1188889,24795
T1188890,54640
T1188891,30091
T1188892,39729
T1188893,29869
T1188894,75929
T1188895,39733
T1188896,34630
T1188897,40360
T1188898,76547
T1188899,39447
T1188900,40360
T1188901,40360
T1188902,63546
T1188903,63836
T1188904,49966
T1188905,32724
T1188906,39447
T1188907,27292
T1188908,39728
T1188909,64444
T1188910,39728
T1188911,53303
T1188912,64439
T1188913,75426
T1188914,39452
T1188915,30384
T1188916,39450
T1188917,53026
T1188918,29858
T1188919,52798
T1188920,39731
T1188921,53924
T1188922,27283
T1188923,45021
T1188924,39451
T1188925,25402
T1188926,63317
T1188927,63544
T1188928,51848
T1188929,39215
T1188930,63826
T1188931,34915
T1188932,66040
T1188933,35819
T1188934,39730
T1188935,29867
T1188936,40482
T1188937,35191
T1188938,34921
T1188939,44121
T1188940,45020
T1188941,63553
T1188942,35809
T1188943,40350
T1188944,50249
T1188945,63834
T1188946,53933
T1188947,27290
T1188948,24784
T1188949,50260
T1188950,40348
T1188951,55540
T1188952,32726
T1188953,30093
T1188954,39733
T1188955,51557
T1188956,50876
T1188957,39446
T1188958,53935
T1188959,76563
T1188960,63536
T1188961,54634
T1188962,39744
T1188963,64435
T1188964,39734
T1188965,63818
T1188966,35822
T1188967,39724
T1188968,63818
T1188969,50243
T1188970,64455
T1188971,45014
T1188972,27004
T1188973,39443
T1188974,75945
T1188975,64436
T1188976,39444
T1188977,44130
T1188978,25415
T1188979,63828
T1188980,64456
T1188981,40352
T1188982,39723
T1188983,44417
T1188984,39442
T1188985,30389
T1188986,43879
T1188987,50253
T1188988,64434
T1188989,39207
T1188990,44417
T1188991,30226
T1188992,39442
T1188993,35205
T1188994,34390
T1188995,24788
T1188996,57142
T1188997,39442
T1188998,54915
T1188999,30086
T1189000,27289
T1189001,39208
T1189002,30231
T1189003,64454
T1189004,63303
T1189005,25404
T1189006,32110
T1189007,39727
T1189008,64450
T1189009,30370
T1189010,35203
T1189011,64437
T1189012,64438
T1189013,35187
T1189014,36903
T1189015,35528
T1189016,64438
T1189017,39462
T1189018,35188
T1189019,39217
T1189020,44400
T1189021,55542
T1189022,35804
T1189023,39227
T1189024,34906
T1189025,32710
T1189026,64445
T1189027,39209
T1189028,63556
T1189029,24262
T1189030,35198
T1189031,53918
T1189032,29614
T1189033,40343
T1189034,63819
T1189035,35195
T1189036,53918
T1189037,35204
T1189038,39726
T1189039,39223
T1189040,34628
T1189041,53936
T1189042,54636
T1189043,53926
T1189044,40356
T1189045,64449
T1189046,35550
T1189047,54387
T1189048,39432
T1189049,44102
T1189050,35789
T1189051,39430
T1189052,44103
T1189053,39711
T1189054,64422
T1189055,63524
T1189056,40463
T1189057,40331
T1189058,64423
T1189059,53904
T1189060,39713
T1189061,75913
T1189062,39713
T1189063,64423
T1189064,39197
T1189065,54387
T1189066,39196
T1189067,40329
T1189068,35791
T1189069,35173
T1189070,53905
T1189071,27600
T1189072,32130
T1189073,56246
T1189074,19991
T1189075,32427
T1189076,57131
T1189077,24500
T1189078,33058
T1189079,36801
T1189080,27907
T1189081,56534
T1189082,42429
T1189083,57131
T1189084,28519
T1189085,32414
T1189086,31917
T1189087,31904
T1189088,37721
T1189089,32159
T1189090,32420
T1189091,31930
T1189092,32420
T1189093,32430
T1189094,22557
T1189095,57153
T1189096,44010
T1189097,33064
T1189098,24809
T1189099,33051
T1189100,56513
T1189101,27902
T1189102,37704
T1189103,31895
T1189104,57139
T1189105,49817
T1189106,29602
T1189107,36811
T1189108,32160
T1189109,45153
T1189110,46612
T1189111,33058
T1189112,32414
T1189113,19468
T1189114,24533
T1189115,33059
T1189116,56240
T1189117,24506
T1189118,33049
T1189119,22568
T1189120,37736
T1189121,17473
T1189122,46633
T1189123,27875
T1189124,32434
T1189125,32139
T1189126,27600
T1189127,47350
T1189128,58730
T1189129,32146
T1189130,32141
T1189131,56533
T1189132,34905
T1189133,19998
T1189134,46603
T1189135,33049
T1189136,39196
T1189137,23083
T1189138,32141
T1189139,27357
T1189140,45497
T1189141,42664
T1189142,59721
T1189143,27593
T1189144,33198
T1189145,28517
T1189146,18101
T1189147,36801
T1189148,31906
T1189149,44546
T1189150,32413
T1189151,32422
T1189152,46001
T1189153,58739
T1189154,58747
T1189155,36826
T1189156,56235
T1189157,32431
T1189158,56015
T1189159,32435
T1189160,22790
T1189161,37532
T1189162,32153
T1189163,17493
T1189164,31904
T1189165,31897
T1189166,27614
T1189167,33039
T1189168,46639
T1189169,25425
T1189170,32427
T1189171,22784
T1189172,68124
T1189173,56223
T1189174,19985
T1189175,46606
T1189176,32421
T1189177,34892
T1189178,27619
T1189179,32427
T1189180,32140
T1189181,27626
T1189182,56252
T1189183,32153
T1189184,22784
T1189185,27874
T1189186,46632
T1189187,36577
T1189188,32427
T1189189,44257
T1189190,42958
T1189191,57158
T1189192,57133
T1189193,32150
T1189194,31911
T1189195,57145
T1189196,31925
T1189197,42948
T1189198,42419
T1189199,32415
T1189200,27893
T1189201,37116
T1189202,34900
T1189203,31900
T1189204,57156
T1189205,42682
T1189206,28507
T1189207,32136
T1189208,37536
T1189209,57121
T1189210,42653
T1189211,37734
T1189212,57144
T1189213,22571
T1189214,42655
T1189215,57157
T1189216,32432
T1189217,49826
T1189218,37116
T1189219,32410
T1189220,47091
T1189221,37087
T1189222,19702
T1189223,45269
T1189224,33180
T1189225,23087
T1189226,56258
T1189227,18088
T1189228,47086
T1189229,18087
T1189230,57156
T1189231,47636
T1189232,28494
T1189233,31895
T1189234,45141
T1189235,22286
T1189236,57121
T1189237,32164
T1189238,33047
T1189239,32164
T1189240,48241
T1189241,32135
T1189242,48238
T1189243,18115
T1189244,18087
T1189245,45738
T1189246,31928
T1189247,17482
T1189248,32416
T1189249,57156
T1189250,57156
T1189251,18103
T1189252,37088
T1189253,56257
T1189254,42935
T1189255,44256
T1189256,17187
T1189257,28523
T1189258,58732
T1189259,31915
T1189260,32268
T1189261,46608
T1189262,37089
T1189263,47327
T1189264,36820
T1189265,18113
T1189266,69237
T1189267,57143
T1189268,22934
T1189269,33051
T1189270,32149
T1189271,35038
T1189272,31902
T1189273,56254
T1189274,32414
T1189275,56231
T1189276,56240
T1189277,47085
T1189278,34420
T1189279,27095
T1189280,32165
T1189281,16970
T1189282,33029
T1189283,25404
T1189284,56508
T1189285,27903
T1189286,32129
T1189287,32138
T1189288,57139
T1189289,58746
T1189290,22919
T1189291,46634
T1189292,47332
T1189293,37709
T1189294,27597
T1189295,17472
T1189296,45989
T1189297,32137
T1189298,56536
T1189299,32134
T1189300,37116
T1189301,22780
T1189302,32433
T1189303,32446
T1189304,27904
T1189305,17189
T1189306,37733
T1189307,27889
T1189308,31901
T1189309,69262
T1189310,32415
T1189311,56526
T1189312,16954
T1189313,68352
T1189314,58746
T1189315,69262
T1189316,18089
T1189317,42952
T1189318,57154
T1189319,47338
T1189320,32446
T1189321,57129
T1189322,24786
T1189323,28521
T1189324,47089
T1189325,17486
T1189326,32443
T1189327,33035
T1189328,37720
T1189329,44536
T1189330,48227
T1189331,28491
T1189332,46602
T1189333,34673
T1189334,32155
T1189335,37098
T1189336,28503
T1189337,28488
T1189338,22283
T1189339,23092
T1189340,32412
T1189341,42942
T1189342,56517
T1189343,23091
T1189344,31920
T1189345,46629
T1189346,32438
T1189347,31921
T1189348,31907
T1189349,57136
T1189350,27627
T1189351,45149
T1189352,31918
T1189353,32131
T1189354,24780
T1189355,56516
T1189356,57147
T1189357,28489
T1189358,57148
T1189359,69245
T1189360,68109
T1189361,55990
T1189362,19988
T1189363,59219
T1189364,25409
T1189365,37713
T1189366,27614
T1189367,27886
T1189368,32448
T1189369,28248
T1189370,32424
T1189371,19471
T1189372,40623
T1189373,45725
T1189374,27326
T1189375,47322
T1189376,57149
T1189377,36827
T1189378,57134
T1189379,31914
T1189380,43574
T1189381,42439
T1189382,47334
T1189383,32413
T1189384,68627
T1189385,46627
T1189386,32142
T1189387,46616
T1189388,57137
T1189389,46010
T1189390,46629
T1189391,27592
T1189392,25423
T1189393,27328
T1189394,39712
T1189395,32411
T1189396,32142
T1189397,56524
T1189398,28226
T1189399,45135
T1189400,56516
T1189401,57137
T1189402,16960
T1189403,27871
T1189404,31907
T1189405,39994
T1189406,19981
T1189407,22925
T1189408,19989
T1189409,36829
T1189410,32425
T1189411,68611
T1189412,57134
T1189413,57122
T1189414,32436
T1189415,23069
T1189416,56243
T1189417,47345
T1189418,22563
T1189419,37737
T1189420,32145
T1189421,27899
T1189422,16972
T1189423,27896
T1189424,28526
T1189425,27631
T1189426,23697
T1189427,42931
T1189428,46623
T1189429,40598
T1189430,33055
T1189431,46616
T1189432,48245
T1189433,56529
T1189434,57136
T1189435,32145
T1189436,46616
T1189437,37704
T1189438,16960
T1189439,69237
T1189440,57143
T1189441,18113
T1189442,27095
T1189443,46634
T1189444,33064
T1189445,28521
T1189446,32424
T1189447,28526
T1189448,57129
T1189449,29602
T1189450,32446
T1189451,47338
T1189452,31578
T1189453,57154
T1189454,49817
T1189455,22925
T1189456,33051
T1189457,47322
T1189458,42952
T1189459,57139
T1189460,27614
T1189461,18089
T1189462,56536
T1189463,46010
T1189464,32137
T1189465,45989
T1189466,31895
T1189467,27902
T1189468,35038
T1189469,56513
T1189470,27627
T1189471,17472
T1189472,16970
T1189473,27903
T1189474,48227
T1189475,45149
T1189476,25404
T1189477,56508
T1189478,16972
T1189479,32129
T1189480,57139
T1189481,24780
T1189482,27597
T1189483,32138
T1189484,31925
T1189485,34673
T1189486,46616
T1189487,57145
T1189488,47085
T1189489,57148
T1189490,58746
T1189491,33029
T1189492,19981
T1189493,24786
T1189494,31911
T1189495,33055
T1189496,33051
T1189497,46629
T1189498,24809
T1189499,32149
T1189500,22919
T1189501,44010
T1189502,31902
T1189503,68611
T1189504,56254
T1189505,22934
T1189506,22557
T1189507,32414
T1189508,56231
T1189509,56240
T1189510,56517
T1189511,27896
T1189512,57153
T1189513,34420
T1189514,32145
T1189515,31920
T1189516,32165
T1189517,37098
T1189518,47089
T1189519,17189
T1189520,27886
T1189521,44256
T1189522,17187
T1189523,28523
T1189524,48245
T1189525,27631
T1189526,58732
T1189527,31915
T1189528,45135
T1189529,57156
T1189530,32268
T1189531,45738
T1189532,18087
T1189533,37734
T1189534,56524
T1189535,42948
T1189536,68109
T1189537,42419
T1189538,32415
T1189539,27893
T1189540,37116
T1189541,57147
T1189542,34900
T1189543,32131
T1189544,57156
T1189545,31900
T1189546,28507
T1189547,42682
T1189548,42935
T1189549,46623
T1189550,56257
T1189551,37088
T1189552,31895
T1189553,28494
T1189554,57136
T1189555,45141
T1189556,22563
T1189557,22286
T1189558,57121
T1189559,32164
T1189560,33047
T1189561,32164
T1189562,23069
T1189563,48241
T1189564,32135
T1189565,28226
T1189566,39994
T1189567,18087
T1189568,31928
T1189569,40598
T1189570,46608
T1189571,17482
T1189572,48238
T1189573,23697
T1189574,32416
T1189575,32425
T1189576,57156
T1189577,57156
T1189578,32436
T1189579,18103
T1189580,18115
T1189581,17486
T1189582,32136
T1189583,37536
T1189584,37116
T1189585,57137
T1189586,22780
T1189587,32433
T1189588,27904
T1189589,32446
T1189590,47334
T1189591,36811
T1189592,37733
T1189593,27889
T1189594,42439
T1189595,31901
T1189596,69262
T1189597,32415
T1189598,36827
T1189599,56526
T1189600,16954
T1189601,68352
T1189602,27326
T1189603,58746
T1189604,69262
T1189605,40623
T1189606,44536
T1189607,32448
T1189608,37720
T1189609,33035
T1189610,32443
T1189611,27592
T1189612,32134
T1189613,36820
T1189614,47327
T1189615,57136
T1189616,42653
T1189617,28489
T1189618,57144
T1189619,18088
T1189620,22571
T1189621,46629
T1189622,57157
T1189623,42655
T1189624,49826
T1189625,32432
T1189626,32155
T1189627,37116
T1189628,57121
T1189629,28503
T1189630,47091
T1189631,37087
T1189632,28488
T1189633,19702
T1189634,23087
T1189635,45269
T1189636,33180
T1189637,59219
T1189638,56258
T1189639,47086
T1189640,37089
T1189641,32410
T1189642,39712
T1189643,23092
T1189644,32160
T1189645,37709
T1189646,28519
T1189647,27907
T1189648,32420
T1189649,37532
T1189650,43574
T1189651,32142
T1189652,47636
T1189653,45497
T1189654,42664
T1189655,68124
T1189656,42429
T1189657,27899
T1189658,27357
T1189659,32411
T1189660,57131
T1189661,32438
T1189662,27874
T1189663,46627
T1189664,56516
T1189665,22283
T1189666,33058
T1189667,59721
T1189668,31907
T1189669,18101
T1189670,56243
T1189671,19991
T1189672,32130
T1189673,27600
T1189674,28517
T1189675,24500
T1189676,46602
T1189677,31921
T1189678,56246
T1189679,32413
T1189680,47345
T1189681,33198
T1189682,32153
T1189683,46606
T1189684,19985
T1189685,32142
T1189686,32435
T1189687,36801
T1189688,34892
T1189689,31917
T1189690,19998
T1189691,25425
T1189692,68627
T1189693,33049
T1189694,56516
T1189695,31918
T1189696,31904
T1189697,56533
T1189698,56223
T1189699,33039
T1189700,31897
T1189701,32141
T1189702,58730
T1189703,57134
T1189704,27871
T1189705,27614
T1189706,46603
T1189707,17493
T1189708,27593
T1189709,34905
T1189710,28248
T1189711,32141
T1189712,22784
T1189713,31914
T1189714,31904
T1189715,23083
T1189716,37721
T1189717,32427
T1189718,46639
T1189719,32414
T1189720,32159
T1189721,24533
T1189722,45725
T1189723,32146
T1189724,39196
T1189725,27600
T1189726,55990
T1189727,57137
T1189728,22790
T1189729,57149
T1189730,32421
T1189731,47350
T1189732,32427
T1189733,56252
T1189734,22568
T1189735,32427
T1189736,56529
T1189737,44246
T1189738,42942
T1189739,56235
T1189740,37713
T1189741,33049
T1189742,57122
T1189743,36829
T1189744,46640
T1189745,57134
T1189746,44257
T1189747,33059
T1189748,58739
T1189749,36826
T1189750,32431
T1189751,32153
T1189752,56015
T1189753,40599
T1189754,46632
T1189755,45153
T1189756,32412
T1189757,46612
T1189758,36577
T1189759,42931
T1189760,32434
T1189761,22784
T1189762,27875
T1189763,31907
T1189764,25423
T1189765,46633
T1189766,47332
T1189767,37736
T1189768,17473
T1189769,32145
T1189770,32420
T1189771,32140
T1189772,56240
T1189773,19468
T1189774,46001
T1189775,57158
T1189776,57137
T1189777,31930
T1189778,32150
T1189779,24506
T1189780,32413
T1189781,32430
T1189782,32427
T1189783,56534
T1189784,19988
T1189785,32439
T1189786,27619
T1189787,57133
T1189788,57131
T1189789,31906
T1189790,19989
T1189791,25409
T1189792,36801
T1189793,37737
T1189794,33058
T1189795,42958
T1189796,32422
T1189797,32414
T1189798,27328
T1189799,23091
T1189800,27626
T1189801,46047
T1189802,47530
T1189803,35005
T1189804,45760
T1189805,38084
T1189806,13568
T1189807,48134
T1189808,39683
T1189809,31613
T1189810,22916
T1189811,21193
T1189812,33956
T1189813,23143
T1189814,48142
T1189815,48130
T1189816,35532
T1189817,31608
T1189818,40824
T1189819,28534
T1189820,25890
T1189821,23152
T1189822,23133
T1189823,35544
T1189824,31332
T1189825,35259
T1189826,40221
T1189827,49734
T1189828,28530
T1189829,45787
T1189830,31595
T1189831,35266
T1189832,59622
T1189833,23132
T1189834,21221
T1189835,48131
T1189836,23420
T1189837,30991
T1189838,21192
T1189839,37629
T1189840,35033
T1189841,23094
T1189842,20588
T1189843,27799
T1189844,26803
T1189845,23437
T1189846,35521
T1189847,49107
T1189848,23423
T1189849,51346
T1189850,59340
T1189851,48118
T1189852,22893
T1189853,25671
T1189854,48134
T1189855,35251
T1189856,31599
T1189857,14067
T1189858,24045
T1189859,50438
T1189860,59121
T1189861,25391
T1189862,27824
T1189863,25668
T1189864,35541
T1189865,35269
T1189866,35011
T1189867,60261
T1189868,35540
T1189869,59107
T1189870,26188
T1189871,9085
T1189872,46053
T1189873,40839
T1189874,25903
T1189875,48135
T1189876,30194
T1189877,60227
T1189878,60227
T1189879,30999
T1189880,40222
T1189881,35246
T1189882,48145
T1189883,45524
T1189884,48843
T1189885,23266
T1189886,36495
T1189887,9101
T1189888,40194
T1189889,47255
T1189890,38343
T1189891,50719
T1189892,46040
T1189893,35253
T1189894,19515
T1189895,59622
T1189896,31628
T1189897,18897
T1189898,45770
T1189899,49730
T1189900,51350
T1189901,35246
T1189902,37601
T1189903,50197
T1189904,28731
T1189905,28528
T1189906,10989
T1189907,20577
T1189908,35012
T1189909,20075
T1189910,31008
T1189911,36147
T1189912,23425
T1189913,36135
T1189914,60237
T1189915,20077
T1189916,28509
T1189917,35236
T1189918,60244
T1189919,47532
T1189920,49740
T1189921,27612
T1189922,23093
T1189923,23136
T1189924,35026
T1189925,25418
T1189926,33427
T1189927,36156
T1189928,26035
T1189929,35526
T1189930,49735
T1189931,35007
T1189932,59360
T1189933,30705
T1189934,35248
T1189935,47515
T1189936,49733
T1189937,59336
T1189938,59346
T1189939,36164
T1189940,35027
T1189941,59352
T1189942,28096
T1189943,50191
T1189944,60243
T1189945,60254
T1189946,36160
T1189947,20066
T1189948,8471
T1189949,59618
T1189950,31007
T1189951,60244
T1189952,59634
T1189953,25673
T1189954,26030
T1189955,35539
T1189956,36157
T1189957,37610
T1189958,40815
T1189959,8492
T1189960,36151
T1189961,27808
T1189962,37631
T1189963,27914
T1189964,35008
T1189965,35244
T1189966,36164
T1189967,23126
T1189968,49722
T1189969,28514
T1189970,22573
T1189971,40814
T1189972,60250
T1189973,22923
T1189974,23418
T1189975,39934
T1189976,36164
T1189977,27892
T1189978,35017
T1189979,48150
T1189980,59345
T1189981,35250
T1189982,59609
T1189983,60235
T1189984,31624
T1189985,48129
T1189986,37600
T1189987,25885
T1189988,48134
T1189989,35538
T1189990,31009
T1189991,50440
T1189992,35247
T1189993,20295
T1189994,35527
T1189995,35013
T1189996,59122
T1189997,25889
T1189998,45544
T1189999,22899
T1190000,60260
T1190001,35517
T1190002,39932
T1190003,18887
T1190004,30725
T1190005,34572
T1190006,23425
T1190007,49737
T1190008,22808
T1190009,26193
T1190010,13782
T1190011,36133
T1190012,23151
T1190013,59357
T1190014,50216
T1190015,30710
T1190016,35246
T1190017,28087
T1190018,35515
T1190019,39925
T1190020,40221
T1190021,40818
T1190022,50433
T1190023,23090
T1190024,23425
T1190025,30434
T1190026,47524
T1190027,28530
T1190028,18598
T1190029,60254
T1190030,25895
T1190031,60259
T1190032,35265
T1190033,46057
T1190034,22576
T1190035,48127
T1190036,21194
T1190037,35009
T1190038,49115
T1190039,35023
T1190040,37614
T1190041,35243
T1190042,30200
T1190043,9111
T1190044,47534
T1190045,38336
T1190046,20599
T1190047,19519
T1190048,36144
T1190049,7952
T1190050,18611
T1190051,48152
T1190052,38348
T1190053,35534
T1190054,31620
T1190055,48132
T1190056,36141
T1190057,23441
T1190058,59328
T1190059,35010
T1190060,8484
T1190061,59625
T1190062,30992
T1190063,35530
T1190064,39224
T1190065,30432
T1190066,38634
T1190067,31002
T1190068,35518
T1190069,35518
T1190070,60262
T1190071,35520
T1190072,37637
T1190073,26197
T1190074,35537
T1190075,26039
T1190076,48141
T1190077,36987
T1190078,31597
T1190079,39906
T1190080,35035
T1190081,40843
T1190082,30697
T1190083,59348
T1190084,23146
T1190085,35519
T1190086,23163
T1190087,9099
T1190088,30737
